
1,"Brown, Kelly",JR-3,Brockport St.,6.97,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
5,"Sensini, Clara",SR-4,Brockport St.,59.48,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
6,"Flaitz, Emma",SO-2,SUNY Geneseo,"1:00.35
%",2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023"
7,"Fears, Tori",SO-2,SUNY Geneseo,1:00.72,Nazareth Conference Tune-Up,"Feb 17, 2023"
8,"Lenihan, Claire",SR-4,SUNY Geneseo,1:00.82,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
9,"Metz, Jennifer",JR-3,Brockport St.,1:00.93,Nazareth Conference Tune-Up,"Feb 17, 2023"
10,"Johnson, McKenna",FR-1,SUNY Geneseo,1:01.06,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
11,"Laster, Khia",SO-2,Buffalo State,1:01.32,Winter Welcome Back,"Jan 21, 2023"
12,"Yousey, Emily",SO-2,Potsdam St.,"1:01.66
%",Plattsburgh State Wednesday Track & Field Meet,"Feb 8, 2023"
13,"Hebert, Avery",JR-3,Cortland St.,1:01.73,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
14,"Seabury, Maris",SO-2,Cortland St.,1:01.77,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
15,"Peralta, Yasmine",FR-1,Cortland St.,1:02.19,Marc Deneault Invitational 2023,"Feb 18, 2023"
16,"Becker, Samantha",JR-3,Cortland St.,"1:02.22
%",Fastrack National Invitational,"Feb 10, 2023"
17,"Zielinski, Raechel",JR-3,SUNY Geneseo,1:02.27,Nazareth Conference Tune-Up,"Feb 17, 2023"
18,"Bostic, Courtney",FR-1,Brockport St.,1:02.54,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
19,"Guilfoyle, Margaret",SO-2,SUNY Geneseo,1:02.76,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
20,"Raczka, Jenna",FR-1,Buffalo State,1:02.87,Nazareth Conference Tune-Up,"Feb 17, 2023"
21,"Landman, Jessica",SO-2,Plattsburgh St.,1:02.97,Utica Pioneer Fast Trax Invite,"Feb 4, 2023"
22,"Kiehl, Lena",SO-2,SUNY Geneseo,1:03.13,Nazareth Conference Challenge Cup,"Jan 28, 2023"
23,"Ramos, Vanessa",FR-1,Brockport St.,1:03.17,Nazareth Conference Tune-Up,"Feb 17, 2023"
24,"Jackson, Danielle",SO-2,Oneonta,1:03.50,Utica Blue & Orange Invite and Multi,"Jan 27, 2023"
25,"McDonough, Aislyn",SR-4,Plattsburgh St.,1:04.01,SLU Indoor Invitational,"Jan 28, 2023"
26,"Trackey, Helena",FR-1,Cortland St.,1:04.10,Marc Deneault Invitational 2023,"Feb 18, 2023"
27,"Johnson, Taylor",SO-2,Oneonta,1:04.25,Utica Blue & Orange Invite and Multi,"Jan 27, 2023"
28,"Sibley, Naomi",JR-3,Brockport St.,1:04.40,RIT January Friday Meet,"Jan 27, 2023"
29,"Lawrence, Brooklyn",SO-2,Buffalo State,1:04.55,Nazareth Conference Tune-Up,"Feb 17, 2023"
30,"Lawless, Brianna",SR-4,Brockport St.,1:05.68,Nazareth Conference Tune-Up,"Feb 17, 2023"
31,"Thompson, Morgan",SO-2,Plattsburgh St.,1:05.80,SLU Open,"Feb 17, 2023"
32,"Nelson, Faith",SO-2,Cortland St.,1:05.96,"Ithaca College vs. TCNJ, Cortland & Oneonta","Jan 21, 2023"

1,"Goldberg, Joshua",SO-2,SUNY Geneseo,"1:53.45
%",2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023"
2,"Ruggles, Ezra",JR-3,SUNY Geneseo,1:53.68,Nazareth Conference Tune-Up,"Feb 17, 2023"
3,"Hoare, Stephen",JR-3,SUNY Geneseo,1:54.53,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
4,"Jarski, Luke",SO-2,Oneonta,"1:54.79
%",2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023"
5,"Sheehan, Matthew",SO-2,SUNY Geneseo,1:54.81,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
6,"Zavala, Jonathan",SO-2,Brockport St.,1:56.04,Brockport Multi,"Feb 3, 2023"
7,"Markle, Nick",SO-2,Brockport St.,1:56.09,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
8,"Hislop, Jack",SO-2,SUNY Geneseo,1:56.14,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
9,"Szabo, Cameron",SR-4,Cortland St.,1:56.30,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
10,"Bubbico, Frank",SO-2,SUNY Geneseo,1:56.39,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
11,"Walters, Josh",JR-3,Fredonia,1:56.69,Brockport Multi,"Feb 3, 2023"
12,"Santiago, Clayton",SR-4,Cortland St.,1:57.21,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
13,"Andrews, Alec",SR-4,SUNY Geneseo,1:57.58,Nazareth Conference Challenge Cup,"Jan 28, 2023"
14,"Sheridan, Kieran",SR-4,SUNY Geneseo,1:57.61,Nazareth Conference Challenge Cup,"Jan 28, 2023"
15,"Bauman, Nick",SO-2,SUNY Geneseo,1:57.66,Nazareth Conference Tune-Up,"Feb 17, 2023"
16,"Wilsoncroft, Nate",JR-3,Cortland St.,1:57.87,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
17,"Moller, Peter",JR-3,SUNY Geneseo,1:57.93,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
18,"Andrews, Nick",JR-3,SUNY Geneseo,1:58.10,2023 Bomber Invitational,"Feb 4, 2023"
19,"Renaud, Sam",SO-2,Potsdam St.,1:58.22,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
20,"Tooker, Dawson",SO-2,SUNY Geneseo,1:58.48,2023 Bomber Invitational,"Feb 4, 2023"
21,"Gilmore, Cassidy",FR-1,Brockport St.,1:58.89,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
22,"Fischer, Kevin",SR-4,Brockport St.,1:58.92,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
23,"McCulley, Micah",SO-2,SUNY Geneseo,1:59.52,Winter Welcome Back,"Jan 21, 2023"
24,"Mitchell, Ryan",SR-4,SUNY Geneseo,2:00.25,Winter Welcome Back,"Jan 21, 2023"
25,"Brignall, Hunter",JR-3,Cortland St.,2:00.29,Utica Holiday Classic,"Dec 10, 2022"
26,"Gauronski, Zach",SR-4,SUNY Geneseo,2:00.84,Winter Welcome Back,"Jan 21, 2023"
27,"Doxsee, Brett",FR-1,SUNY Geneseo,2:01.39,Nazareth Conference Tune-Up,"Feb 17, 2023"
28,"Friedel, Bryan",FR-1,SUNY Geneseo,2:01.49,Nazareth Conference Tune-Up,"Feb 17, 2023"
29,"Kressly, Thomas",SO-2,Brockport St.,2:01.53,Utica Winter Opener,"Jan 14, 2023"
30,"Tomasi, Harry",SR-4,Cortland St.,2:02.31,2023 Bomber Invitational,"Feb 4, 2023"
31,"Alvarez, Michael",SO-2,Cortland St.,"2:02.81
%",Fastrack National Invitational,"Feb 10, 2023"

1,"Ardner, Windsor",JR-3,SUNY Geneseo,2:13.55,Nazareth Conference Tune-Up,"Feb 17, 2023"
2,"Doody, Sierra",FR-1,SUNY Geneseo,2:14.48,Nazareth Conference Tune-Up,"Feb 17, 2023"
3,"McDonough, Aislyn",SR-4,Plattsburgh St.,2:16.37,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
4,"Eckl, Janelle",SO-2,SUNY Geneseo,"2:16.86
%",2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023"
5,"Metz, Jennifer",JR-3,Brockport St.,2:17.14,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
6,"Zielinski, Raechel",JR-3,SUNY Geneseo,"2:17.77
%",AARTFC Indoor Track & Field Championships,"Mar 3, 2023"
7,"Hogan, Marcie",JR-3,SUNY Geneseo,2:18.61,Nazareth Conference Tune-Up,"Feb 17, 2023"
8,"Mahood , Nieve",SO-2,SUNY Geneseo,2:19.10,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
9,"Coyle, Faith",SO-2,Oswego State,2:19.48,Nazareth Conference Tune-Up,"Feb 17, 2023"
10,"Eivers, Erin",SO-2,SUNY Geneseo,2:20.42,2023 Bomber Invitational,"Feb 4, 2023"
11,"Lenihan, Claire",SR-4,SUNY Geneseo,"2:20.90
%",2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023"
12,"Ramos, Vanessa",FR-1,Brockport St.,2:21.10,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
13,"Fears, Tori",SO-2,SUNY Geneseo,"2:23.06
%",2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023"
14,"DePhillips, Ella",JR-3,Oneonta,2:23.26,2023 Bomber Invitational,"Feb 4, 2023"
15,"Hirschkind, Rachel",JR-3,SUNY Geneseo,2:23.79,2023 Bomber Invitational,"Feb 4, 2023"
16,"Angus, Marlee",SR-4,Cortland St.,2:24.60,2023 Bomber Invitational,"Feb 4, 2023"
17,"Yousey, Emily",SO-2,Potsdam St.,2:24.91,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
18,"Sibley, Naomi",JR-3,Brockport St.,2:24.94,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
19,"Dailey, Veronica",JR-3,Brockport St.,2:25.16,Nazareth Conference Tune-Up,"Feb 17, 2023"
20,"Grossman, Kaitlyn",SO-2,SUNY Geneseo,2:25.21,2023 Bomber Invitational,"Feb 4, 2023"
21,"Cox, Lydia",SO-2,Brockport St.,2:26.13,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
22,"Fiorentine, Hannah",SO-2,SUNY Geneseo,2:26.94,Nazareth Conference Tune-Up,"Feb 17, 2023"
23,"Vizcaino, Mia",SO-2,Brockport St.,2:27.45,Nazareth Conference Tune-Up,"Feb 17, 2023"
24,"Haynes, Kaylee",SO-2,Brockport St.,"2:27.68
%",2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023"
25,"Lee, Miah",JR-3,SUNY Geneseo,2:27.80,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
26,"Gretzinger, Nicole",FR-1,SUNY Geneseo,2:28.09,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
27,"Szygalowicz, Veronica",SO-2,SUNY Geneseo,2:28.42,2023 Bomber Invitational,"Feb 4, 2023"
28,"Davis, Sarah",JR-3,Brockport St.,2:28.85,Nazareth Conference Tune-Up,"Feb 17, 2023"
29,"Sensini, Clara",SR-4,Brockport St.,2:29.18,Utica Winter Opener,"Jan 14, 2023"
30,"Fitting, Michelle",SO-2,SUNY Geneseo,2:29.56,Winter Welcome Back,"Jan 21, 2023"
31,"Wilson, Julianne",SO-2,Brockport St.,2:30.92,RIT January Friday Meet,"Jan 27, 2023"
32,"Mathes, Emma",JR-3,Brockport St.,2:30.96,River Hawk Friday Night Showdown,"Feb 10, 2023"
33,"Falvey, Keira",FR-1,SUNY Geneseo,2:31.18,Houghton December Classic,"Dec 2, 2022"
34,"Annunziato, Olivia",SO-2,Brockport St.,2:32.95,RIT January Friday Meet,"Jan 27, 2023"
35,"Ryhal, Vanessa",JR-3,Fredonia,2:33.00,Brockport Multi,"Feb 3, 2023"

1,"Ruggles, Ezra",JR-3,SUNY Geneseo,"4:08.02
%",NCAA Division III Indoor Track & Field Championships,"Mar 10, 2023"
2,"Zavala, Jonathan",SO-2,Brockport St.,4:09.34,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
3,"Andrews, Nick",JR-3,SUNY Geneseo,"4:11.22
%",AARTFC Indoor Track & Field Championships,"Mar 3, 2023"
4,"Bauman, Nick",SO-2,SUNY Geneseo,4:13.47,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
5,"Kressly, Thomas",SO-2,Brockport St.,4:15.93,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
6,"Szabo, Cameron",SR-4,Cortland St.,4:17.96,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
7,"Tooker, Dawson",SO-2,SUNY Geneseo,4:19.82,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
8,"Kumrow, Justin",SO-2,Plattsburgh St.,4:20.00,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
9,"Brignall, Hunter",JR-3,Cortland St.,4:20.09,Utica Holiday Classic,"Dec 10, 2022"
10,"Mitchell, Ryan",SR-4,SUNY Geneseo,4:20.33,Winter Welcome Back,"Jan 21, 2023"
11,"McClary, Dillon",SO-2,SUNY Geneseo,4:21.21,Winter Welcome Back,"Jan 21, 2023"
12,"McCulley, Micah",SO-2,SUNY Geneseo,4:21.63,Winter Welcome Back,"Jan 21, 2023"
13,"Hillyard, Alex",SO-2,SUNY Geneseo,4:21.87,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
14,"Schoen, Austin",FR-1,SUNY Geneseo,4:21.93,Winter Welcome Back,"Jan 21, 2023"
15,"Bierman, Jonthomas",SO-2,Oneonta,4:22.42,2023 Bomber Invitational,"Feb 4, 2023"
16,"Tomasi, Harry",SR-4,Cortland St.,4:22.97,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
17,"VanDemortel, Dillon",SR-4,Brockport St.,4:23.04,Winter Welcome Back,"Jan 21, 2023"
18,"Santiago, Clayton",SR-4,Cortland St.,4:23.54,Marc Deneault Invitational 2023,"Feb 18, 2023"
19,"Killip, Sean",JR-3,Brockport St.,4:23.66,Brockport Multi,"Feb 3, 2023"
20,"Bonesteel, Noah",SO-2,Plattsburgh St.,"4:23.86
%",AARTFC Indoor Track & Field Championships,"Mar 3, 2023"
21,"Gauronski, Zach",SR-4,SUNY Geneseo,4:24.19,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
22,"Smith, Jared",SO-2,Brockport St.,4:24.51,Brockport Multi,"Feb 3, 2023"
23,"Klinger, Patrick",SO-2,Fredonia,"4:24.98
%",AARTFC Indoor Track & Field Championships,"Mar 3, 2023"
24,"Jarski, Luke",SO-2,Oneonta,4:25.68,Utica Winter Opener,"Jan 14, 2023"
25,"Butler, Anson",FR-1,SUNY Geneseo,4:25.83,Winter Welcome Back,"Jan 21, 2023"
26,"Hislop, Jack",SO-2,SUNY Geneseo,4:27.90,2023 Bomber Invitational,"Feb 4, 2023"
27,"Kucera, Erik",FR-1,Plattsburgh St.,4:29.78,SLU Open,"Feb 17, 2023"
28,"Bubbico, Frank",SO-2,SUNY Geneseo,4:29.98,Houghton December Classic,"Dec 2, 2022"
29,"McClain, Eion",SO-2,Oneonta,4:30.22,Marc Deneault Invitational 2023,"Feb 18, 2023"
30,"Getchell, Jakub",SO-2,Cortland St.,4:30.27,2023 Bomber Invitational,"Feb 4, 2023"
31,"Kenny, Brian",FR-1,SUNY Geneseo,4:31.43,Nazareth Conference Tune-Up,"Feb 17, 2023"
32,"Mullen, Matthew",SO-2,Cortland St.,4:32.01,Utica Holiday Classic,"Dec 10, 2022"
33,"Casey, Daniel",FR-1,Brockport St.,4:33.30,Utica Winter Opener,"Jan 14, 2023"
34,"Balk Jr. , John",SO-2,Oneonta,4:34.44,Marc Deneault Invitational 2023,"Feb 18, 2023"
35,"Walters, Josh",JR-3,Fredonia,4:34.67,Houghton December Classic,"Dec 2, 2022"
36,"Couse, Nathan",SR-4,Oswego State,4:34.81,RIT February Friday Invitational,"Feb 10, 2023"
37,"Sullivan, Owen",FR-1,Oneonta,4:34.84,MIT Gordon Kelly Invitational,"Feb 11, 2023"
38,"Montemaro, JJ",FR-1,Brockport St.,4:34.88,Brockport Multi,"Feb 3, 2023"
39,"Brockway, Michael",SO-2,Plattsburgh St.,4:35.86,SLU Indoor Invitational,"Jan 28, 2023"
40,"Mulholland, Brandon",FR-1,Cortland St.,4:36.25,Utica Holiday Classic,"Dec 10, 2022"
41,"Benito, Miguel",FR-1,Brockport St.,4:36.47,Brockport Multi,"Feb 3, 2023"

1,"Hogan, Marcie",JR-3,SUNY Geneseo,"4:56.58
%",NCAA Division III Indoor Track & Field Championships,"Mar 10, 2023"
2,"Eivers, Erin",SO-2,SUNY Geneseo,4:58.00,Tufts National Qualifying Meet,"Mar 4, 2023"
3,"Ardner, Windsor",JR-3,SUNY Geneseo,4:59.62,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
4,"Doody, Sierra",FR-1,SUNY Geneseo,5:01.22,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
5,"Naudus, Marie",SO-2,SUNY Geneseo,5:08.62,Nazareth Conference Tune-Up,"Feb 17, 2023"
6,"Grossman, Kaitlyn",SO-2,SUNY Geneseo,"5:12.20
%",AARTFC Indoor Track & Field Championships,"Mar 3, 2023"
7,"Greene, Penelope",SO-2,SUNY Geneseo,5:12.78,Nazareth Conference Tune-Up,"Feb 17, 2023"
8,"McCarey, Kathleen",JR-3,SUNY Geneseo,5:13.34,Nazareth Conference Tune-Up,"Feb 17, 2023"
9,"Hirschkind, Rachel",JR-3,SUNY Geneseo,5:13.66,2023 Bomber Invitational,"Feb 4, 2023"
10,"McCarthy, Gabriella",SO-2,SUNY Geneseo,5:13.83,Nazareth Conference Tune-Up,"Feb 17, 2023"
11,"McDonough, Aislyn",SR-4,Plattsburgh St.,5:15.30,Utica Pioneer Fast Trax Invite,"Feb 4, 2023"
12,"Flower, Kerry",JR-3,Brockport St.,5:16.42,Nazareth Conference Tune-Up,"Feb 17, 2023"
13,"Fowler-Conner, Lilly",SO-2,SUNY Geneseo,5:16.84,Winter Welcome Back,"Jan 21, 2023"
14,"Angus, Marlee",SR-4,Cortland St.,"5:18.03
%",Fastrack National Invitational,"Feb 10, 2023"
15,"Brennan, Ann",FR-1,SUNY Geneseo,5:19.76,Nazareth Conference Tune-Up,"Feb 17, 2023"
16,"Dailey, Veronica",JR-3,Brockport St.,5:19.98,Winter Welcome Back,"Jan 21, 2023"
17,"Mahood , Nieve",SO-2,SUNY Geneseo,5:20.45,2023 Bomber Invitational,"Feb 4, 2023"
18,"DePhillips, Ella",JR-3,Oneonta,"5:21.00
%",2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023"
19,"Coyle, Faith",SO-2,Oswego State,5:21.88,Brockport Multi,"Feb 3, 2023"
20,"Vizcaino, Mia",SO-2,Brockport St.,5:22.74,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
21,"Fiorentine, Hannah",SO-2,SUNY Geneseo,5:23.18,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
22,"Szygalowicz, Veronica",SO-2,SUNY Geneseo,5:23.43,Nazareth Conference Tune-Up,"Feb 17, 2023"
23,"Mathes, Emma",JR-3,Brockport St.,5:23.55,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
24,"Davis, Sarah",JR-3,Brockport St.,5:25.93,Nazareth Conference Tune-Up,"Feb 17, 2023"
25,"Lorenzo, Bethany",FR-1,SUNY Geneseo,5:26.60,Nazareth Conference Tune-Up,"Feb 17, 2023"
26,"Smith, Sarah",SO-2,Plattsburgh St.,5:28.45,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
27,"Borcilo, Lejla",SO-2,SUNY Geneseo,5:28.86,Nazareth Conference Tune-Up,"Feb 17, 2023"
28,"Wilson, Julianne",SO-2,Brockport St.,5:29.81,Nazareth Conference Tune-Up,"Feb 17, 2023"
29,"Ieva, Kristin",FR-1,Cortland St.,5:30.07,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
30,"Masker, Meredith",SO-2,Brockport St.,5:30.48,Nazareth Conference Tune-Up,"Feb 17, 2023"
31,"Metz, Jennifer",JR-3,Brockport St.,5:31.74,Winter Welcome Back,"Jan 21, 2023"
32,"Smith, Sydney",JR-3,Cortland St.,5:32.34,2023 Bomber Invitational,"Feb 4, 2023"
33,"O'Donnell, Olivia",JR-3,Oneonta,5:33.15,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
34,"Countryman, Jocelyn",SO-2,Brockport St.,5:34.44,Utica Winter Opener,"Jan 14, 2023"
35,"Yonko, Lauren",SO-2,Brockport St.,5:35.03,Winter Welcome Back,"Jan 21, 2023"
36,"Cox, Lydia",SO-2,Brockport St.,5:35.27,Nazareth Conference Tune-Up,"Feb 17, 2023"
37,"Castello, Rachel",SR-4,Cortland St.,5:36.09,2023 Bomber Invitational,"Feb 4, 2023"
38,"Woodworth, Eva",FR-1,Oneonta,5:38.02,Utica Blue & Orange Invite and Multi,"Jan 27, 2023"
39,"Reilly, Devin",SO-2,Cortland St.,5:38.77,2023 Bomber Invitational,"Feb 4, 2023"
40,"Martin, Adrienne",SO-2,Cortland St.,5:39.47,2023 Bomber Invitational,"Feb 4, 2023"
41,"Decker, Ellie",SO-2,Oswego State,5:40.50,Nazareth Conference Tune-Up,"Feb 17, 2023"
42,"Lucchetti, Virginia",FR-1,Plattsburgh St.,5:40.95,SLU Open,"Feb 17, 2023"
43,"Falvey, Keira",FR-1,SUNY Geneseo,5:41.59,Nazareth Alumni Invite,"Dec 9, 2022"
44,"Ross, Georgia",FR-1,SUNY Geneseo,5:42.19,Nazareth Conference Tune-Up,"Feb 17, 2023"
45,"Annunziato, Olivia",SO-2,Brockport St.,5:43.53,Utica Winter Opener,"Jan 14, 2023"
46,"Rice, Andrea",FR-1,Cortland St.,5:44.73,RIT February Friday Invitational,"Feb 10, 2023"

1,"Andrews, Nick",JR-3,SUNY Geneseo,"8:14.40
%",NCAA Division III Indoor Track & Field Championships,"Mar 10, 2023"
2,"Ruggles, Ezra",JR-3,SUNY Geneseo,8:22.18,Nazareth Conference Challenge Cup,"Jan 28, 2023"
3,"Bierman, Jonthomas",SO-2,Oneonta,"8:29.83
%",2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023"
4,"Brignall, Hunter",JR-3,Cortland St.,"8:33.57
%",2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023"
5,"Kressly, Thomas",SO-2,Brockport St.,"8:35.64
%",AARTFC Indoor Track & Field Championships,"Mar 3, 2023"
6,"Hall, William",SO-2,SUNY Geneseo,8:36.41,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
7,"Bauman, Nick",SO-2,SUNY Geneseo,8:37.48,Nazareth Conference Challenge Cup,"Jan 28, 2023"
8,"Mitchell, Ryan",SR-4,SUNY Geneseo,"8:39.19
%",2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023"
9,"McCulley, Micah",SO-2,SUNY Geneseo,"8:40.28
%",2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023"
10,"Schoen, Austin",FR-1,SUNY Geneseo,"8:40.82
%",2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023"
11,"Killip, Sean",JR-3,Brockport St.,"8:41.22
%",2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023"
12,"Butler, Anson",FR-1,SUNY Geneseo,"8:41.88
%",2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023"
13,"Zavala, Jonathan",SO-2,Brockport St.,8:42.35,Nazareth Alumni Invite,"Dec 9, 2022"
14,"McClary, Dillon",SO-2,SUNY Geneseo,8:44.25,2023 Bomber Invitational,"Feb 4, 2023"
15,"Suflita, Paul",SR-4,Brockport St.,8:44.30,Nazareth Alumni Invite,"Dec 9, 2022"
16,"Bonesteel, Noah",SO-2,Plattsburgh St.,8:47.15,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
17,"McClain, Eion",SO-2,Oneonta,8:47.16,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
18,"Winters-Bona, Gabriel",JR-3,Brockport St.,8:49.54,Nazareth Alumni Invite,"Dec 9, 2022"
19,"Smith, Jared",SO-2,Brockport St.,8:49.70,Winter Welcome Back,"Jan 21, 2023"
20,"VanDemortel, Dillon",SR-4,Brockport St.,8:49.99,Utica Winter Opener,"Jan 14, 2023"
21,"Thang, Justin",SO-2,SUNY Geneseo,8:51.01,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
22,"Szabo, Cameron",SR-4,Cortland St.,8:53.00,Utica Winter Opener,"Jan 14, 2023"
23,"Gauronski, Zach",SR-4,SUNY Geneseo,8:53.76,Nazareth Conference Challenge Cup,"Jan 28, 2023"
24,"Couse, Nathan",SR-4,Oswego State,8:58.77,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
25,"Sullivan, Owen",FR-1,Oneonta,8:59.04,2023 Bomber Invitational,"Feb 4, 2023"
26,"Hillyard, Alex",SO-2,SUNY Geneseo,8:59.33,Nazareth Alumni Invite,"Dec 9, 2022"
27,"Tomasi, Harry",SR-4,Cortland St.,9:00.43,Greg Page 2022,"Dec 3, 2022"
28,"Brockway, Michael",SO-2,Plattsburgh St.,9:01.68,Utica Pioneer Fast Trax Invite,"Feb 4, 2023"
29,"Koshi, Sembel",JR-3,Fredonia,9:02.71,Nazareth Alumni Invite,"Dec 9, 2022"
30,"Heraty, Jack",SO-2,SUNY Geneseo,9:02.92,Nazareth Conference Tune-Up,"Feb 17, 2023"
31,"Balk Jr. , John",SO-2,Oneonta,9:02.93,MIT Gordon Kelly Invitational,"Feb 11, 2023"
32,"Casey, Daniel",FR-1,Brockport St.,9:04.03,Winter Welcome Back,"Jan 21, 2023"
33,"Klinger, Patrick",SO-2,Fredonia,9:05.93,Brockport Multi,"Feb 3, 2023"
34,"Heraty, Jack",SO-2,SUNY Geneseo,9:06.58,Nazareth Conference Challenge Cup,"Jan 28, 2023"
35,"Campbell, Kyle",SR-4,Fredonia,9:09.21,Nazareth Conference Tune-Up,"Feb 17, 2023"
36,"Davis, RJ",SO-2,Cortland St.,9:11.04,2023 Bomber Invitational,"Feb 4, 2023"
37,"Mullen, Matthew",SO-2,Cortland St.,9:11.57,Nazareth Conference Challenge Cup,"Jan 28, 2023"
38,"Kucera, Erik",FR-1,Plattsburgh St.,9:13.00,SLU Indoor Invitational,"Jan 28, 2023"
39,"Van Buren, Logan",SO-2,Plattsburgh St.,9:13.50,SLU Open,"Feb 17, 2023"
40,"Koeppe, Josh",SO-2,Cortland St.,9:14.05,2023 Bomber Invitational,"Feb 4, 2023"
41,"Mulholland, Brandon",FR-1,Cortland St.,9:14.54,Nazareth Conference Challenge Cup,"Jan 28, 2023"
42,"Hislop, Jack",SO-2,SUNY Geneseo,9:15.19,Nazareth Alumni Invite,"Dec 9, 2022"

1,"Ardner, Windsor",JR-3,SUNY Geneseo,"9:48.22
%",2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023"
2,"Greene, Penelope",SO-2,SUNY Geneseo,9:55.07,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
3,"Eivers, Erin",SO-2,SUNY Geneseo,9:55.09,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
4,"McCarey, Kathleen",JR-3,SUNY Geneseo,9:55.29,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
5,"Hogan, Marcie",JR-3,SUNY Geneseo,9:57.94,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
6,"Hirschkind, Rachel",JR-3,SUNY Geneseo,9:58.53,Nazareth Conference Challenge Cup,"Jan 28, 2023"
7,"Fowler-Conner, Lilly",SO-2,SUNY Geneseo,10:07.92,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
8,"McCarthy, Gabriella",SO-2,SUNY Geneseo,10:09.29,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
9,"Doody, Sierra",FR-1,SUNY Geneseo,10:09.42,Nazareth Conference Challenge Cup,"Jan 28, 2023"
10,"Naudus, Marie",SO-2,SUNY Geneseo,"10:15.10
%",2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023"
