Rank,Athlete(s),Year,Team,Time/Distance,Meet,Meet Date,Wind,Event,Conference,Gender
41,"Raynor , Ashley",JR-3,Middlebury,1:02.31,Ross and Sharon Irwin meet,"Mar 18, 2023",NaN,400 Meters,NESCAC Outdoor Performance List,Women
42,"Freniere, Charlotte",SR-4,Colby,1:02.37,Emory Thrills in the Hills 2023,"Mar 24, 2023",NaN,400 Meters,NESCAC Outdoor Performance List,Women
43,"Mack, Sophia",FR-1,Wesleyan,1:02.42,Tufts Snowflake Classic,"Apr 1, 2023",NaN,400 Meters,NESCAC Outdoor Performance List,Women
44,"Zielinski, Ava",SO-2,Amherst,1:02.48,Amherst College Spring Fling,"Apr 8, 2023",NaN,400 Meters,NESCAC Outdoor Performance List,Women
45,"Kakalec, Cora",JR-3,Tufts,1:03.03,Ross and Sharon Irwin meet,"Mar 18, 2023",NaN,400 Meters,NESCAC Outdoor Performance List,Women
46,"Bessler, Alexandra",JR-3,Colby,1:03.14,Emory Thrills in the Hills 2023,"Mar 24, 2023",NaN,400 Meters,NESCAC Outdoor Performance List,Women
47,"Morrison, Addie",SO-2,Middlebury,1:03.39,Ross and Sharon Irwin meet,"Mar 18, 2023",NaN,400 Meters,NESCAC Outdoor Performance List,Women
48,"Wu, Caroline",FR-1,Amherst,1:03.40,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,400 Meters,NESCAC Outdoor Performance List,Women
49,"Gillespie, Jazmyn",JR-3,Connecticut College,1:03.51,Tufts Snowflake Classic,"Apr 1, 2023",NaN,400 Meters,NESCAC Outdoor Performance List,Women
50,"Sztachelski, Nicole",SO-2,Middlebury,1:03.53,PLNU Invitational,"Mar 25, 2023",NaN,400 Meters,NESCAC Outdoor Performance List,Women
51,"Burhans, Augusta Claire",SR-4,Wesleyan,1:03.72,Wesleyan Swanson Invite,"Mar 26, 2023",NaN,400 Meters,NESCAC Outdoor Performance List,Women
52,"Mazerolle, Livi",FR-1,Williams,1:03.91,PLNU Invitational,"Mar 25, 2023",NaN,400 Meters,NESCAC Outdoor Performance List,Women
53,"Suplee, Kathryn",SO-2,Connecticut College,1:04.34,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,400 Meters,NESCAC Outdoor Performance List,Women
54,"Cortes, Camille",FR-1,Connecticut College,1:04.36,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,400 Meters,NESCAC Outdoor Performance List,Women
55,"Auderset, Susannah",SR-4,Amherst,1:04.57,Amherst College Spring Fling,"Apr 8, 2023",NaN,400 Meters,NESCAC Outdoor Performance List,Women
56,"Rodriguez, Arly",JR-3,Bowdoin,1:05.51,Bates College Quad Meet,"Apr 1, 2023",NaN,400 Meters,NESCAC Outdoor Performance List,Women
57,"Khumalo, Nothando",JR-3,Bowdoin,1:05.57,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,400 Meters,NESCAC Outdoor Performance List,Women
1,"Sorom, Lars",FR-1,Bowdoin,1:51.25,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
2,"Wilson, Sawyer",SR-4,Tufts,1:52.16,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
3,"Hardy, Marcus",SR-4,Tufts,1:52.60,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
4,"Lentz, Nate",JR-3,Williams,1:52.93,PLNU Invitational,"Mar 25, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
5,"Kang, Jinwoo",JR-3,Williams,1:52.95,PLNU Invitational,"Mar 25, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
6,"Spurrell, Wilson",SR-4,Amherst,1:53.01,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
7,"Markov-Riss, Kolya",JR-3,Amherst,1:53.86,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
8,"Wagude, Walter",JR-3,Tufts,1:53.90,PLNU Invitational,"Mar 25, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
8,"Davis, Ben",FR-1,Amherst,1:53.90,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
10,"Nagy, Will",FR-1,Amherst,1:53.95,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
11,"Cluss, Max",SR-4,Middlebury,1:54.01,PLNU Invitational,"Mar 25, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
12,"Utz, Zach",FR-1,Middlebury,1:54.48,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
13,"Verstandig , Chris",SR-4,Connecticut College,1:54.56,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
14,"Tilton, Chris",JR-3,Tufts,1:54.68,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
15,"Ensslin, Evan",JR-3,Tufts,1:55.16,Ross and Sharon Irwin meet,"Mar 18, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
16,"Bishop, Lachlan",FR-1,Middlebury,1:55.25,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
17,"Liu-Walter, Zachary",FR-1,Williams,1:55.35,PLNU Invitational,"Mar 25, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
18,"Fiume, Braedon",JR-3,Amherst,1:55.38,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
19,"Duhnoski, Colin",FR-1,Tufts,1:55.68,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
20,"Cusato, Will",FR-1,Tufts,1:56.11,PLNU Invitational,"Mar 25, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
21,"Rooney, Aidan",SO-2,Bates,1:56.25,Bates & Tufts @ RPI TriMeet,"Apr 8, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
22,"Coelho, Jackson",FR-1,Colby,1:56.33,Emory Thrills in the Hills 2023,"Mar 24, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
23,"Fogarty, Nathan",SO-2,Wesleyan,1:56.40,Amherst College Spring Fling,"Apr 8, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
24,"Monz, Jackson",FR-1,Bates,1:56.47,UMASS Commonwealth Invitational,"Apr 15, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
25,"Sippel, Larson",SO-2,Trinity (Conn.),1:56.54,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
26,"Robertson, Lev",SR-4,Amherst,1:56.55,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
27,"Lafortune, Johnny",SR-4,Middlebury,1:56.67,Ross and Sharon Irwin meet,"Mar 18, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
28,"Edwards-Levin, Nick",SO-2,Amherst,1:56.76,Black & Gold Invitational,"Mar 31, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
29,"Glover, Owen",SR-4,Bates,1:57.01,UMASS Commonwealth Invitational,"Apr 15, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
30,"Harwood, Harry",SO-2,Connecticut College,1:57.15,Tufts Snowflake Classic,"Apr 1, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
30,"O'Toole, Jackson",JR-3,Tufts,1:57.15,Bates & Tufts @ RPI TriMeet,"Apr 8, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
32,"Ferreira, Joao",FR-1,Connecticut College,1:57.27,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
33,"Puka, John",FR-1,Tufts,1:57.44,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
34,"Capelle, Calvin",SO-2,Bates,1:57.57,UMASS Commonwealth Invitational,"Apr 15, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
35,"MacDougall , Bennett",SR-4,Connecticut College,1:57.58,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
36,"Vasquez, Lucas",SO-2,Connecticut College,1:58.03,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
37,"Auer, John",SR-4,Bowdoin,1:58.22,Bates College Quad Meet,"Apr 1, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
38,"Ackley, Peter",SR-4,Bates,1:58.41,Bates & Tufts @ RPI TriMeet,"Apr 8, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
39,"L'Esperance-Kerckhof, Tobias",JR-3,Trinity (Conn.),1:58.44,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
40,"Simeone, Joseph",FR-1,Hamilton,1:58.54,RPI Under the Lights Invite 2023,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
41,"Deem-Ranzetta, Brogan",JR-3,Hamilton,1:58.55,RPI Under the Lights Invite 2023,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
42,"Mansbach, Bram",JR-3,Hamilton,1:58.59,RPI Under the Lights Invite 2023,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
43,"Bailey, Hayden",FR-1,Colby,1:58.63,Jonathan Tymann Invitational,"Apr 8, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
44,"Williams, Aydin",SR-4,Amherst,1:58.84,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
45,"Proulx, Ryan",JR-3,Tufts,1:58.86,Bates & Tufts @ RPI TriMeet,"Apr 8, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
46,"Collins, TJ",SO-2,Colby,1:58.90,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
47,"Kiritsy, Ben",SR-4,Bowdoin,1:58.93,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
48,"Hansen, Peter",SR-4,Middlebury,1:59.11,Ross and Sharon Irwin meet,"Mar 18, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
48,"Rey, Diego",SR-4,Middlebury,1:59.11,PLNU Invitational,"Mar 25, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
50,"Hall, Oliver",SR-4,Williams,1:59.15,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
51,"Kermath, Alexander",FR-1,Wesleyan,1:59.36,Amherst College Spring Fling,"Apr 8, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
52,"Taffet, Ben",FR-1,Wesleyan,1:59.44,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
53,"DeAngelis, Matt",SO-2,Colby,1:59.56,Monks Track & Field,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
54,"Schwartz, Josh",SO-2,Tufts,1:59.93,Tufts Snowflake Classic,"Apr 1, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
55,"Geula, Alexander",SO-2,Wesleyan,1:59.94,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
56,"Harrell, Andrew",SR-4,Hamilton,2:00.21,Utica Pioneer Spring Invite,"Apr 7, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
57,"Shapiro, Jasper",SR-4,Wesleyan,2:00.89,Amherst College Spring Fling,"Apr 8, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
58,"Lynch, Robbie",JR-3,Connecticut College,2:01.04,CGA Spring Invite,"Apr 8, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
59,"Williams, Hugh",FR-1,Hamilton,2:01.28,27th Annual Monmouth University Track & Field Season Opener,"Mar 24, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
60,"Clary, Charlie",SO-2,Amherst,2:01.35,Amherst College Spring Fling,"Apr 8, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
61,"Benioff, Nathaneul",SO-2,Bates,2:01.48,Bates College Quad Meet,"Apr 1, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
62,"Consolati, Luke",SO-2,Wesleyan,2:01.56,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
63,"Migdole, Evan",FR-1,Bates,2:02.14,Bates & Tufts @ RPI TriMeet,"Apr 8, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
64,"Nahigian, Jason",JR-3,Bates,2:02.35,Bates & Tufts @ RPI TriMeet,"Apr 8, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
65,"Dube, Kyle",JR-3,Colby,2:02.84,Emory Thrills in the Hills 2023,"Mar 24, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
66,"Richardson, Andrew",FR-1,Hamilton,2:02.87,27th Annual Monmouth University Track & Field Season Opener,"Mar 24, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
67,"Wise, Will",FR-1,Wesleyan,2:02.95,Amherst College Spring Fling,"Apr 8, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
68,"D'Aquila	, Robert",FR-1,Wesleyan,2:03.28,Wesleyan Swanson Invite,"Mar 26, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
69,"Gould, Chris",FR-1,Colby,2:03.32,Jonathan Tymann Invitational,"Apr 8, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
70,"Chidley, Simon",SO-2,Wesleyan,2:03.71,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
71,"Kiefer, Jackson",SO-2,Tufts,2:03.89,Tufts Snowflake Classic,"Apr 1, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
72,"Stathos, Cam",SO-2,Bates,2:03.97,Bates College Quad Meet,"Apr 1, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Men
1,"Neilon, Hannah",SR-4,Tufts,2:12.27,Mangrum Invitational,"Mar 24, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
2,"Pedersen, Margo",SO-2,Amherst,2:14.91,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
3,"Thompson, Elle",SO-2,Middlebury,2:15.13,PLNU Invitational,"Mar 25, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
4,"Devanny, Grace",SR-4,Wesleyan,2:15.65,Amherst College Spring Fling,"Apr 8, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
5,"Hollander, Jane",SR-4,Wesleyan,2:16.54,Amherst College Spring Fling,"Apr 8, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
6,"Gagnon, Lucy",JR-3,Williams,2:17.11,Amherst College Spring Fling,"Apr 8, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
7,"Dolce, Julia",FR-1,Tufts,2:17.89,PLNU Invitational,"Mar 25, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
8,"Estes, Alexa",FR-1,Connecticut College,2:17.99,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
9,"Lozier, Bella",FR-1,Amherst,2:18.00,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
10,"Lentz, Piper",FR-1,Amherst,2:18.33,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
11,"Mullen, Kennedy",JR-3,Trinity (Conn.),2:19.03,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
12,"Wold, Sylvan",SO-2,Amherst,2:19.07,Black & Gold Invitational,"Mar 31, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
13,"Trummel, Leila",SR-4,Bowdoin,2:19.19,Bates College Quad Meet,"Apr 1, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
14,"McDonough, Grace",FR-1,Connecticut College,2:19.22,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
15,"Scott, Abby",SR-4,Williams,2:19.25,Amherst College Spring Fling,"Apr 8, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
16,"Grimes, Audrey",SR-4,Middlebury,2:19.37,PLNU Invitational,"Mar 25, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
17,"Aman, Chrissy",SR-4,Bates,2:19.65,Bates & Tufts @ RPI TriMeet,"Apr 8, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
18,"Walter, Jordan",JR-3,Wesleyan,2:19.77,Amherst College Spring Fling,"Apr 8, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
19,"Peskin, Tatum",JR-3,Middlebury,2:19.90,Ross and Sharon Irwin meet,"Mar 18, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
20,"Davis, Lex",FR-1,Bowdoin,2:19.93,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
21,"Mackey, Anna",FR-1,Colby,2:20.14,Emory Thrills in the Hills 2023,"Mar 24, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
22,"Martin, Elsa",SO-2,Williams,2:20.39,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
23,"Wims, Haley",JR-3,Colby,2:20.43,Emory Thrills in the Hills 2023,"Mar 24, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
24,"Vaughn, Greta",FR-1,Williams,2:20.93,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
25,"Kaercher, Grace",SO-2,Williams,2:20.94,PLNU Invitational,"Mar 25, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
26,"Buckingham, Blakeley",SO-2,Williams,2:20.99,Amherst College Spring Fling,"Apr 8, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
27,"Zielinski, Ava",SO-2,Amherst,2:21.05,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
28,"Steffler, Abby",FR-1,Colby,2:21.50,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
29,"Deegan, Ally",JR-3,Amherst,2:21.56,Amherst College Spring Fling,"Apr 8, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
30,"Fernald, Abby",FR-1,Connecticut College,2:21.57,Tufts Snowflake Classic,"Apr 1, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
31,"Mittaz, Stephanie",JR-3,Tufts,2:21.66,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
32,"Traum, Lauren",JR-3,Bowdoin,2:21.95,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
33,"Rinko, Carly",SO-2,Tufts,2:22.26,Bates & Tufts @ RPI TriMeet,"Apr 8, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
34,"Cole, Audrey",FR-1,Bates,2:22.51,Bates & Tufts @ RPI TriMeet,"Apr 8, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
35,"Sasonov, Emma",FR-1,Tufts,2:22.65,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
36,"Schlosberg, Sarah",SO-2,Wesleyan,2:22.69,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
37,"Parr, Bea",SO-2,Middlebury,2:22.88,Ross and Sharon Irwin meet,"Mar 18, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
38,"Sverak, Emily",JR-3,Tufts,2:23.14,Tufts Snowflake Classic,"Apr 1, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
39,"Janssen, Anne-Sophie",FR-1,Tufts,2:23.33,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
40,"Raynor , Ashley",JR-3,Middlebury,2:23.37,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
41,"Kennedy, Julianna",JR-3,Trinity (Conn.),2:23.87,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
42,"Neiman, Amelia",SO-2,Tufts,2:23.90,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
43,"Seamon, Samantha",SR-4,Williams,2:24.19,Amherst College Spring Fling,"Apr 8, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
43,"Gall, Ali",FR-1,Trinity (Conn.),2:24.19,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
45,"Fraser, Hannah",SR-4,Tufts,2:24.40,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
46,"Kitz, Rose",JR-3,Tufts,2:24.54,PLNU Invitational,"Mar 25, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
47,"Bulczynski, Lily",FR-1,Middlebury,2:24.65,Ross and Sharon Irwin meet,"Mar 18, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
48,"Krouse, Anna",SO-2,Middlebury,2:25.15,Amherst College Spring Fling,"Apr 8, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
49,"Meek, Harper",JR-3,Tufts,2:25.45,Tufts Snowflake Classic,"Apr 1, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
50,"Johnson, Nora",SO-2,Williams,2:25.61,Amherst College Spring Fling,"Apr 8, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
51,"Sisson, Edin",JR-3,Connecticut College,2:26.12,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
52,"Lau, Vivian",FR-1,Tufts,2:26.26,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
53,"Doherty, Grace",FR-1,Colby,2:26.74,Emory Thrills in the Hills 2023,"Mar 24, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
54,"Lim, Nadia",FR-1,Wesleyan,2:26.99,Amherst College Spring Fling,"Apr 8, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
55,"Magnuson, Aliya",SR-4,Tufts,2:27.44,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
56,"McGrath, Rory",SO-2,Tufts,2:27.54,Bates & Tufts @ RPI TriMeet,"Apr 8, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
57,"Kenyon, Margo",SO-2,Colby,2:27.79,Jonathan Tymann Invitational,"Apr 8, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
58,"McIlraith, Eva",FR-1,Hamilton,2:27.83,2023 Hamilton College Continental Invitational,"Apr 1, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
59,"Auderset, Susannah",SR-4,Amherst,2:28.30,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
60,"Otterbein, Abbey",SR-4,Bates,2:28.34,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
61,"Silveira, Madelyn",JR-3,Tufts,2:28.35,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
62,"Ager, Stephanie",FR-1,Wesleyan,2:29.57,Tufts Snowflake Classic,"Apr 1, 2023",NaN,800 Meters,NESCAC Outdoor Performance List,Women
1,"Martin, Travis",JR-3,Trinity (Conn.),3:44.16,Larry Ellis Invitational 2023,"Apr 14, 2023",NaN,1500 Meters,NESCAC Outdoor Performance List,Men
2,"Kang, Jinwoo",JR-3,Williams,3:47.32,Bison Outdoor Classic,"Apr 14, 2023",NaN,1500 Meters,NESCAC Outdoor Performance List,Men
3,"Lentz, Nate",JR-3,Williams,3:48.86,Bison Outdoor Classic,"Apr 14, 2023",NaN,1500 Meters,NESCAC Outdoor Performance List,Men
4,"Cluss, Max",SR-4,Middlebury,3:54.72,Mangrum Invitational,"Mar 24, 2023",NaN,1500 Meters,NESCAC Outdoor Performance List,Men
5,"Bailey, Hayden",FR-1,Colby,3:55.34,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,1500 Meters,NESCAC Outdoor Performance List,Men
6,"Harwood, Harry",SO-2,Connecticut College,3:55.42,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,1500 Meters,NESCAC Outdoor Performance List,Men
7,"Utz, Zach",FR-1,Middlebury,3:56.26,Ross and Sharon Irwin meet,"Mar 18, 2023",NaN,1500 Meters,NESCAC Outdoor Performance List,Men
8,"Farrington, Ned",JR-3,Bates,"3:56.67
(1)",Friar Invitational,"Apr 14, 2023",NaN,1500 Meters,NESCAC Outdoor Performance List,Men
9,"L'Esperance-Kerckhof, Tobias",JR-3,Trinity (Conn.),3:57.64,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,1500 Meters,NESCAC Outdoor Performance List,Men
10,"Calhoun, Liam",FR-1,Wesleyan,3:57.70,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,1500 Meters,NESCAC Outdoor Performance List,Men
11,"Appleton, Ivan",SO-2,Tufts,3:58.12,Bates & Tufts @ RPI TriMeet,"Apr 8, 2023",NaN,1500 Meters,NESCAC Outdoor Performance List,Men
12,"Rooney, Aidan",SO-2,Bates,3:58.26,UMASS Commonwealth Invitational,"Apr 15, 2023",NaN,1500 Meters,NESCAC Outdoor Performance List,Men
13,"Edwards-Levin, Nick",SO-2,Amherst,3:58.61,Amherst College Spring Fling,"Apr 8, 2023",NaN,1500 Meters,NESCAC Outdoor Performance List,Men
14,"Dennen, Henry",FR-1,Amherst,3:58.69,Black & Gold Invitational,"Mar 31, 2023",NaN,1500 Meters,NESCAC Outdoor Performance List,Men
15,"Kissam, Simon",SR-4,Williams,3:58.77,Amherst College Spring Fling,"Apr 8, 2023",NaN,1500 Meters,NESCAC Outdoor Performance List,Men
16,"Lavey, William",SO-2,Middlebury,3:59.02,Ross and Sharon Irwin meet,"Mar 18, 2023",NaN,1500 Meters,NESCAC Outdoor Performance List,Men
17,"Hampson, Quinn",FR-1,Tufts,3:59.43,Ross and Sharon Irwin meet,"Mar 18, 2023",NaN,1500 Meters,NESCAC Outdoor Performance List,Men
